"Month","Longitude","Latitude","Location","Crime.type"
"2015-01",-5.966717,54.555699," Malton Rise","Anti-social behaviour"
"2015-01",-5.891737,54.598019," Connswater Street","Anti-social behaviour"
"2015-01",-5.981858,54.666269," Mayfield Road","Anti-social behaviour"
"2015-01",-5.938179,54.617275," Oceanic Avenue","Anti-social behaviour"
"2015-01",-5.923242,54.227301," Bryansford Road","Anti-social behaviour"
"2015-01",-5.968551,54.63442," Loughview Manor","Anti-social behaviour"
"2015-01",-5.965054,54.628161," Formby Park","Anti-social behaviour"
"2015-01",-5.940314,54.633538," Slievemoyne Park","Anti-social behaviour"
"2015-01",-6.007763,54.576247," Corrib Avenue","Anti-social behaviour"
"2015-01",-5.913227,54.603864," Queens Road","Anti-social behaviour"
"2015-01",-6.436846,54.902743," Skerdan Road","Anti-social behaviour"
"2015-01",-6.168122,54.235892," Chapel Fields","Anti-social behaviour"
"2015-01",-6.736924,54.634292," Castle Villas","Anti-social behaviour"
"2015-01",-6.025333,54.540416," Killeaton Gardens","Anti-social behaviour"
"2015-01",-6.464419,54.42401," Westland Road","Anti-social behaviour"
"2015-01",-5.97396,54.665805," Hollybrook Grange","Anti-social behaviour"
"2015-01",-5.904877,54.597673," Bryson Street","Anti-social behaviour"
"2015-01",-5.909936,54.674384," Princes Crescent","Anti-social behaviour"
"2015-01",-5.937415,54.586776," Claremont Street","Anti-social behaviour"
"2015-01",-7.152608,54.910617," Irwin Crescent","Anti-social behaviour"
"2015-01",-5.680808,54.653509," Clandeboye Road","Anti-social behaviour"
"2015-01",-5.818716,54.852423," Exchange Road","Anti-social behaviour"
"2015-01",-5.885482,54.602556," Park Avenue","Anti-social behaviour"
"2015-01",-6.259856,55.197621," Altananam Park","Anti-social behaviour"
"2015-01",-5.92577,54.600378," Church Lane","Anti-social behaviour"
"2015-01",-6.380637,54.448458," Enniskeen","Anti-social behaviour"
"2015-01",-5.952344,54.613903," Rothsay Square","Anti-social behaviour"
"2015-01",-5.69818,54.65323," Killeen Avenue","Anti-social behaviour"
"2015-01",-5.93627,54.690407," Forthill Grove","Anti-social behaviour"
"2015-01",-7.350069,55.013573," Norburgh Park","Anti-social behaviour"
"2015-01",-6.68812,55.132131," Carthall Manor","Anti-social behaviour"
"2015-01",-6.069677,54.516972," Drumard Drive","Anti-social behaviour"
"2015-01",-7.476513,54.788967," Primrose Park","Anti-social behaviour"
"2015-01",-5.933756,54.229899," Cedar Heights","Anti-social behaviour"
"2015-01",-6.700491,54.685994," Drummeen Road","Anti-social behaviour"
"2015-01",-6.65347,54.348795," Upper English Street","Anti-social behaviour"
"2015-01",-5.943815,54.61481," Clifton Crescent","Anti-social behaviour"
"2015-01",-6.339656,54.194038," Hill Crescent","Anti-social behaviour"
"2015-01",-7.467745,54.824465," O'Nolan Park","Anti-social behaviour"
"2015-01",-5.671813,54.659042," Railwayview Street","Anti-social behaviour"
"2015-01",-7.330341,54.617056," Beltany Road","Anti-social behaviour"
"2015-01",-6.67719,54.848229," Crawfordsburn","Anti-social behaviour"
"2015-01",-6.604494,54.750939," Sperrin View","Anti-social behaviour"
"2015-01",-6.178737,54.710045," Willowdale","Anti-social behaviour"
"2015-01",-5.945429,54.599365," St. Peters Close","Anti-social behaviour"
"2015-01",-5.654435,54.644851," Upritchard Crescent","Anti-social behaviour"
"2015-01",-5.887579,54.593445," Beersbridge Road","Anti-social behaviour"
"2015-01",-7.321051,55.025029," Carnhill","Anti-social behaviour"
"2015-01",-6.338825,54.885441," The Olde Close","Anti-social behaviour"
"2015-01",-5.976813,54.600604," High Link","Anti-social behaviour"
"2015-01",-5.842646,54.856884," Lindara Drive","Anti-social behaviour"
"2015-01",-6.354751,54.895028," Shelling Hill Road","Anti-social behaviour"
"2015-01",-7.040246,54.465544," Old Omagh Road","Anti-social behaviour"
"2015-01",-5.672675,54.659957," Dufferin Avenue","Anti-social behaviour"
"2015-01",-5.898364,54.588628," Euston Street","Anti-social behaviour"
"2015-01",-5.930334,54.599189," Castle Street","Anti-social behaviour"
"2015-01",-5.999062,54.754506," Cameron Court","Anti-social behaviour"
"2015-01",-5.920302,54.691787," Twinburn Crescent","Anti-social behaviour"
"2015-01",-5.932505,54.610691," Duncairn Parade","Anti-social behaviour"
"2015-01",-6.368121,54.187922," Millvale Road","Anti-social behaviour"
"2015-01",-6.338388,54.175242," Marcus Street","Anti-social behaviour"
"2015-01",-6.368121,54.187922," Millvale Road","Anti-social behaviour"
"2015-01",-6.273761,54.350293," Scarva Walk","Anti-social behaviour"
"2015-01",-6.010874,54.572067," Lenadoon Avenue","Anti-social behaviour"
"2015-01",-5.450373,54.456447," Westlea Drive","Anti-social behaviour"
"2015-01",-7.4647,54.827658," Railway Street","Anti-social behaviour"
"2015-01",-7.631701,54.344428," Forthill Road","Anti-social behaviour"
"2015-01",-5.874955,54.606765," Palmerston Road","Anti-social behaviour"
"2015-01",-5.959064,54.596874," Earlscourt Street","Anti-social behaviour"
"2015-01",-7.638878,54.344809," Townhall Street","Anti-social behaviour"
"2015-01",-5.887579,54.593445," Beersbridge Road","Anti-social behaviour"
"2015-01",-7.327798,55.030151," Fergleen Park","Anti-social behaviour"
"2015-01",-6.682212,55.114416," Somerset Park","Anti-social behaviour"
"2015-01",-7.355168,55.014382," Barrs Lane","Anti-social behaviour"
"2015-01",-6.68421,55.11371," Cedar Grove","Anti-social behaviour"
"2015-01",-6.74201,54.647632," Union Street","Anti-social behaviour"
"2015-01",-6.340077,54.181249," Glensandra","Anti-social behaviour"
"2015-01",-6.655962,55.126993," Lodge Park","Anti-social behaviour"
"2015-01",-5.974811,54.684202," Dalewood","Anti-social behaviour"
"2015-01",-5.701757,54.595898," William Street Mews","Anti-social behaviour"
"2015-01",-5.901479,54.597254," Harvey Court","Anti-social behaviour"
"2015-01",-6.664413,54.697173," Magherafelt Road","Anti-social behaviour"
"2015-01",-6.353661,54.194814," Fairfield Heights","Anti-social behaviour"
"2015-01",-6.330384,54.461152," Moores Lane","Anti-social behaviour"
"2015-01",-5.766596,54.547837," Glen Park","Anti-social behaviour"
"2015-01",-6.198046,54.553032," Glenavy Road","Anti-social behaviour"
"2015-01",-5.63503,54.306581," Ballycruttle Road","Anti-social behaviour"
"2015-01",-5.918781,54.59935," Rotterdam Court","Anti-social behaviour"
"2015-01",-6.950053,55.041068," Roemill Court","Anti-social behaviour"
"2015-01",-6.273283,54.871527," Devenagh Way","Anti-social behaviour"
"2015-01",-7.325601,55.001753," Asylum Road","Anti-social behaviour"
"2015-01",-5.933769,54.619958," Dunmore Avenue","Anti-social behaviour"
"2015-01",-7.323196,55.035973," Fernabbey Drive","Anti-social behaviour"
"2015-01",-5.940603,54.258383," Clarmont Avenue","Anti-social behaviour"
"2015-01",-6.047732,54.511444," Bow Street","Anti-social behaviour"
"2015-01",-7.466078,54.814019," Ballycolman Road","Anti-social behaviour"
"2015-01",-6.332962,54.455779," Russell Drive","Anti-social behaviour"
"2015-01",-5.940605,54.600811," Fingals Court","Anti-social behaviour"
"2015-01",-5.937639,54.584479," Elmwood Avenue","Anti-social behaviour"
"2015-01",-6.944669,55.039971," Coolessan Walk","Anti-social behaviour"
"2015-01",-5.953155,54.672948," Glebecoole Drive","Anti-social behaviour"
"2015-01",-5.890038,54.212311," Valentia Place","Anti-social behaviour"
"2015-01",-5.925203,54.602102," Victoria Street","Anti-social behaviour"
"2015-01",-6.747965,54.647936," Orritor Crescent","Anti-social behaviour"
"2015-01",-5.955518,54.619141," Deerpark Road","Anti-social behaviour"
"2015-01",-5.440825,54.462895," Springfield Gardens","Anti-social behaviour"
"2015-01",-7.30036,55.018983," Gleneagles","Anti-social behaviour"
"2015-01",-7.462457,54.817282," Ballycolman Estate","Anti-social behaviour"
"2015-01",-5.97733,54.590801," Whiterock Road","Anti-social behaviour"
"2015-01",-7.278605,55.046442," Ardanlee","Anti-social behaviour"
"2015-01",-7.286493,54.970611," Ridgeway Drive","Anti-social behaviour"
"2015-01",-5.927313,54.599865," High Street","Anti-social behaviour"
"2015-01",-6.774502,55.146182," Dunboe Gardens","Anti-social behaviour"
"2015-01",-6.213958,54.591767," Main Street","Anti-social behaviour"
"2015-01",-6.534298,55.079334," Beckett Avenue","Anti-social behaviour"
"2015-01",-5.699942,54.577587," Canberra Gardens","Anti-social behaviour"
"2015-01",-5.935501,54.613285," Hallidays Road","Anti-social behaviour"
"2015-01",-5.933149,54.625177," Somerton Road","Anti-social behaviour"
"2015-01",-6.663686,55.133707," Railway Place","Anti-social behaviour"
"2015-01",-6.941795,55.040395," Glenview Drive","Anti-social behaviour"
"2015-01",-6.2783,54.875165," Sandown Park","Anti-social behaviour"
"2015-01",-5.900468,54.556759," Glenholm Drive","Anti-social behaviour"
"2015-01",-5.987889,54.594427," Springfield Road","Anti-social behaviour"
"2015-01",-5.960744,54.631045," Ballysillan Road","Anti-social behaviour"
"2015-01",-7.460293,54.818584," Ballycolman Estate","Anti-social behaviour"
"2015-01",-6.351678,54.174185," Altmore Gardens","Anti-social behaviour"
"2015-01",-7.449785,54.829442," Ballee Grove","Anti-social behaviour"
"2015-01",-6.740384,54.650615," Beechway","Anti-social behaviour"
"2015-01",-6.453803,54.433011," Ballyoran Park","Anti-social behaviour"
"2015-01",-5.770608,54.496955," Moss Road","Anti-social behaviour"
"2015-01",-6.70488,54.538814," Dungannon Road","Anti-social behaviour"
"2015-01",-5.873313,54.574443," Casaeldona Park","Anti-social behaviour"
"2015-01",-6.943773,55.044311," Greystone Park","Anti-social behaviour"
"2015-01",-5.962496,54.669691," Rural Gardens","Anti-social behaviour"
"2015-01",-6.936923,55.044233," Drumachose Park","Anti-social behaviour"
"2015-01",-6.703511,54.248189," High Street","Anti-social behaviour"
"2015-01",-6.780717,54.503352," Ballygawley Road","Anti-social behaviour"
"2015-01",-5.961492,54.63157," Carrs Glen Park","Anti-social behaviour"
"2015-01",-6.943048,55.040343," Glenmill Park","Anti-social behaviour"
"2015-01",-7.316331,54.984464," Bards Hill","Anti-social behaviour"
"2015-01",-6.948169,55.043118," Roe Mill Gardens","Anti-social behaviour"
"2015-01",-5.926106,54.582198," Carmel Street","Anti-social behaviour"
"2015-01",-7.641261,54.353737," Braeside Park","Anti-social behaviour"
"2015-01",-6.215687,54.737134," Argyll Street","Anti-social behaviour"
"2015-01",-6.767631,54.500129," Mark Street","Anti-social behaviour"
"2015-01",-5.893291,54.556832," Windrush Park","Anti-social behaviour"
"2015-01",-5.929328,54.598579," Castle Lane","Anti-social behaviour"
"2015-01",-6.352147,54.180112," Hospital Road","Anti-social behaviour"
"2015-01",-5.542194,54.644655," East Street","Anti-social behaviour"
"2015-01",-5.969937,54.621846," Wheatfield Drive","Anti-social behaviour"
"2015-01",-6.359395,54.183132," Parkhead Crescent","Anti-social behaviour"
"2015-01",-6.005964,54.748726," Fernlea Gardens","Anti-social behaviour"
"2015-01",-5.935468,54.590085," St. Georges Gardens","Anti-social behaviour"
"2015-01",-5.960208,54.629059," Joanmount Park","Anti-social behaviour"
"2015-01",-5.877882,54.604956," Strandburn Parade","Anti-social behaviour"
"2015-01",-5.765074,54.450703," Alder Lane","Anti-social behaviour"
"2015-01",-6.273489,54.426058," Milltown Road","Anti-social behaviour"
"2015-01",-6.069677,54.516972," Drumard Drive","Anti-social behaviour"
"2015-01",-6.467694,54.87578," Garvaghy Crescent","Anti-social behaviour"
"2015-01",-5.97396,54.665805," Hollybrook Grange","Anti-social behaviour"
"2015-01",-6.019119,54.560234," Corrina Park","Anti-social behaviour"
"2015-01",-6.235924,54.428156," Lisnasure Road","Anti-social behaviour"
"2015-01",-5.943524,54.588955," Colchester Park","Anti-social behaviour"
"2015-01",-5.885035,54.577138," Merok Crescent","Anti-social behaviour"
"2015-01",-5.707588,54.316277," Ballymote Park","Anti-social behaviour"
"2015-01",-6.447791,54.424067," Park Road","Anti-social behaviour"
"2015-01",-6.667146,55.133386," Brook Street","Anti-social behaviour"
"2015-01",-6.050356,54.508881," Manor Drive","Anti-social behaviour"
"2015-01",-6.003937,54.751092," Chisholm Mews","Anti-social behaviour"
"2015-01",-5.943389,54.583966," Lisburn Road","Anti-social behaviour"
"2015-01",-5.948095,54.66908," Collinward Grove","Anti-social behaviour"
"2015-01",-5.909288,54.220608," Ardaluin Court","Anti-social behaviour"
"2015-01",-6.025333,54.540416," Killeaton Gardens","Anti-social behaviour"
"2015-01",-5.927784,54.603997," Academy Street","Anti-social behaviour"
"2015-01",-6.141623,54.195494," Main Street","Anti-social behaviour"
"2015-01",-7.089307,55.036801," Clooney Road","Anti-social behaviour"
"2015-01",-5.700957,54.650434," Inishargie Gardens","Anti-social behaviour"
"2015-01",-5.687886,54.648127," Rostrevor Drive","Anti-social behaviour"
"2015-01",-6.735485,54.644725," Woodland Drive","Anti-social behaviour"
"2015-01",-6.050008,54.554411," Mount Eagles Avenue","Anti-social behaviour"
"2015-01",-6.275819,54.868688," Thomas Street","Anti-social behaviour"
"2015-01",-6.005284,54.75876," Erskine Park","Anti-social behaviour"
"2015-01",-5.928779,54.6106," Hardinge Place","Anti-social behaviour"
"2015-01",-5.802918,54.59298," Church Road","Anti-social behaviour"
"2015-01",-7.330341,54.617056," Beltany Road","Anti-social behaviour"
"2015-01",-6.700947,54.244846," Carbry Heights","Anti-social behaviour"
"2015-01",-6.158616,54.192412," Newry Road","Anti-social behaviour"
"2015-01",-7.319723,54.993609," Horace Street","Anti-social behaviour"
"2015-01",-5.958754,54.612637," Brookfield Place","Anti-social behaviour"
"2015-01",-5.993493,54.588707," Monagh Road","Anti-social behaviour"
"2015-01",-6.270978,54.347702," The Cut","Anti-social behaviour"
"2015-01",-6.415051,54.424845," Killycomain Drive","Anti-social behaviour"
"2015-01",-6.596197,54.753718," Sandy Braes","Anti-social behaviour"
"2015-01",-6.337123,54.468388," Derry Street","Anti-social behaviour"
"2015-01",-6.358575,54.183336," Parkhead Crescent","Anti-social behaviour"
"2015-01",-5.891737,54.598019," Connswater Street","Anti-social behaviour"
"2015-01",-6.411058,54.354794," Austin Drive","Anti-social behaviour"
"2015-01",-7.301559,54.986032," Clondermott Park","Anti-social behaviour"
"2015-01",-6.013959,54.744051," Huntingdale Court","Anti-social behaviour"
"2015-01",-6.071181,54.516196," Drumard Drive","Anti-social behaviour"
"2015-01",-5.942405,54.598874," Milford Street","Anti-social behaviour"
"2015-01",-5.947632,54.677033," Archvale Drive","Anti-social behaviour"
"2015-01",-5.638213,54.648058," Cloverhill Park","Anti-social behaviour"
"2015-01",-5.895986,54.588542," Castlereagh Road","Anti-social behaviour"
"2015-01",-6.399679,54.195084," Church Road","Anti-social behaviour"
"2015-01",-6.185606,54.713625," Bleerick Drive","Anti-social behaviour"
"2015-01",-6.780064,54.506122," Springdale","Anti-social behaviour"
"2015-01",-7.294025,54.586728," Oak Rise","Anti-social behaviour"
"2015-01",-5.866017,54.578789," Castleview Court","Anti-social behaviour"
"2015-01",-6.617981,54.7567," Rainey Court","Anti-social behaviour"
"2015-01",-6.434238,54.488939," Derrycor Lane","Anti-social behaviour"
"2015-01",-5.641398,54.661553," Ashley Drive","Anti-social behaviour"
"2015-01",-5.665981,54.661284," Bingham Street East","Anti-social behaviour"
"2015-01",-6.774888,54.505225," Donaghmore Road","Anti-social behaviour"
"2015-01",-5.781839,54.596171," Carrowreagh Road","Anti-social behaviour"
"2015-01",-6.142014,54.193271," Ardmore Park","Anti-social behaviour"
"2015-01",-5.84333,54.856322," Lindara Park","Anti-social behaviour"
"2015-01",-6.273283,54.871527," Devenagh Way","Anti-social behaviour"
"2015-01",-5.952694,54.569937," Osborne Gardens","Anti-social behaviour"
"2015-01",-5.923358,54.600947," Queens Square","Anti-social behaviour"
"2015-01",-6.301029,54.43564," Primary Walk","Anti-social behaviour"
"2015-01",-5.666227,54.596162," Heron Ridge","Anti-social behaviour"
"2015-01",-5.942415,54.686675," Ravelston Avenue","Anti-social behaviour"
"2015-01",-5.693269,54.648005," Clandeboye Drive","Anti-social behaviour"
"2015-01",-5.94012,54.622052," Marsden Gardens","Anti-social behaviour"
"2015-01",-5.905309,54.563645," Glencregagh Road","Anti-social behaviour"
"2015-01",-6.020483,54.061557," The Brambles","Anti-social behaviour"
"2015-01",-6.335962,54.177293," Upper Water Street","Anti-social behaviour"
"2015-01",-7.323343,55.030072," Brookdale Park","Anti-social behaviour"
"2015-01",-6.520227,55.058394," Cambourne Crescent","Anti-social behaviour"
"2015-01",-5.702351,54.595523," West Street","Anti-social behaviour"
"2015-01",-7.336893,54.981326," Hazelwood Avenue","Anti-social behaviour"
"2015-01",-6.748208,54.650616," Millburn Park","Anti-social behaviour"
"2015-01",-5.969898,54.691919," Ballyclare Road","Anti-social behaviour"
"2015-01",-6.4418,54.423594," Meadow Lane","Anti-social behaviour"
"2015-01",-5.626715,54.333574," Ballytrustan Road","Anti-social behaviour"
"2015-01",-7.330553,55.004664," Academy Road","Anti-social behaviour"
"2015-01",-5.81019,54.714537," West Street","Anti-social behaviour"
"2015-01",-6.273196,54.350555," Victoria Gardens","Anti-social behaviour"
"2015-01",-6.62231,55.156854," Drumadragh","Anti-social behaviour"
"2015-01",-5.953232,54.634746," Mount Coole Park","Anti-social behaviour"
"2015-01",-6.791005,54.654572," Orritor Road","Anti-social behaviour"
"2015-01",-7.320302,55.023058," Carnhill","Anti-social behaviour"
"2015-01",-6.669715,54.348652," Ard Ri Park","Anti-social behaviour"
"2015-01",-5.885402,54.598421," Cheviot Avenue","Anti-social behaviour"
"2015-01",-6.247794,55.202263," Ann Street","Anti-social behaviour"
"2015-01",-6.656545,54.350222," Edward Street","Anti-social behaviour"
"2015-01",-5.600319,54.31817," Crew Road","Anti-social behaviour"
"2015-01",-5.944123,54.614222," Roseleigh Street","Anti-social behaviour"
"2015-01",-6.774922,54.346612," Main Street","Anti-social behaviour"
"2015-01",-7.317373,55.010537," Strand Road","Anti-social behaviour"
"2015-01",-5.938036,54.625593," Salisbury Avenue","Anti-social behaviour"
"2015-01",-7.308576,54.996744," Bonds Street","Anti-social behaviour"
"2015-01",-6.277867,54.860838," Patrick Place","Anti-social behaviour"
"2015-01",-5.930334,54.599189," Castle Street","Anti-social behaviour"
"2015-01",-5.672675,54.659957," Dufferin Avenue","Anti-social behaviour"
"2015-01",-6.016152,54.564022," Margaretta Park","Anti-social behaviour"
"2015-01",-5.933066,54.591086," Dublin Road","Anti-social behaviour"
"2015-01",-5.893519,54.206882," Bryansford Road","Anti-social behaviour"
"2015-01",-6.331305,54.455954," Colban Crescent","Anti-social behaviour"
"2015-01",-6.009874,54.748476," Grange Valley Crescent","Anti-social behaviour"
"2015-01",-7.632441,54.356289," Hillview Walk","Anti-social behaviour"
"2015-01",-6.065388,54.525044," Brambling Close","Anti-social behaviour"
"2015-01",-6.330043,54.466888," Oakleigh Heights","Anti-social behaviour"
"2015-01",-5.974605,54.617953," Abbeydale Drive","Anti-social behaviour"
"2015-01",-6.443864,54.417529," Thomas Street","Anti-social behaviour"
"2015-01",-6.320833,54.482367," Tarry Lane","Anti-social behaviour"
"2015-01",-5.795353,54.594379," Davarr Avenue","Anti-social behaviour"
"2015-01",-5.894311,54.582322," Ladas Way","Anti-social behaviour"
"2015-01",-6.042678,54.510895," Market Square","Anti-social behaviour"
"2015-01",-5.928554,54.600102," Winecellar Entry","Anti-social behaviour"
"2015-01",-6.209654,54.893084," Shane Court","Anti-social behaviour"
"2015-01",-6.042847,54.507043," Crommelin Place","Anti-social behaviour"
"2015-01",-7.322812,54.999402," Great James Street","Anti-social behaviour"
"2015-01",-5.980209,54.580166," Falls Road","Anti-social behaviour"
"2015-01",-6.178737,54.710045," Willowdale","Anti-social behaviour"
"2015-01",-5.968582,54.600879," Watermouth Crescent","Anti-social behaviour"
"2015-01",-6.399679,54.195084," Church Road","Anti-social behaviour"
"2015-01",-5.980273,54.577301," Kennedy Way","Anti-social behaviour"
"2015-01",-6.073626,54.523288," Edenvale Gardens","Anti-social behaviour"
"2015-01",-6.275819,54.868688," Thomas Street","Anti-social behaviour"
"2015-01",-6.704167,54.493545," Cavan Road","Anti-social behaviour"
"2015-01",-5.889551,54.21224," Main Street","Anti-social behaviour"
"2015-01",-7.468321,54.823291," Ballycolman Avenue","Anti-social behaviour"
"2015-01",-6.063984,54.517501," Thornleigh Drive","Anti-social behaviour"
"2015-01",-5.958754,54.612637," Brookfield Place","Anti-social behaviour"
"2015-01",-6.264111,54.351547," Burnview Terrace","Anti-social behaviour"
"2015-01",-5.814448,54.712692," Belfast Road","Anti-social behaviour"
"2015-01",-5.872615,54.608602," Inverwood Gardens","Anti-social behaviour"
"2015-01",-7.321907,54.999307," Strand Road","Anti-social behaviour"
"2015-01",-5.946853,54.632544," Shandarragh Park","Anti-social behaviour"
"2015-01",-6.153683,54.413027," Bishopshill","Anti-social behaviour"
"2015-01",-6.244744,54.110245," Dallan Hill","Anti-social behaviour"
"2015-01",-6.270823,54.86603," Glenravel Park","Anti-social behaviour"
"2015-01",-6.037326,54.507232," Ballynahinch Road","Anti-social behaviour"
"2015-01",-6.63886,54.786241," Grange Lane","Anti-social behaviour"
"2015-01",-5.927226,54.577509," Annadale Embankment","Anti-social behaviour"
"2015-01",-5.955965,54.613623," Prospect Park","Anti-social behaviour"
"2015-01",-5.922319,54.584882," Rutland Street","Anti-social behaviour"
"2015-01",-5.890692,54.597875," East Bread Street","Anti-social behaviour"
"2015-01",-7.484366,54.817997," Summerhill Court","Anti-social behaviour"
"2015-01",-6.763833,54.501186," Gortmerron Avenue","Anti-social behaviour"
"2015-01",-5.93765,54.586411," Abercorn Street","Anti-social behaviour"
"2015-01",-5.890032,54.548095," Laurelgrove Avenue","Anti-social behaviour"
"2015-01",-5.469241,54.49508," Oak Avenue","Anti-social behaviour"
"2015-01",-5.671397,54.662511," Southwell Road","Anti-social behaviour"
"2015-01",-5.90499,54.599705," Susan Street","Anti-social behaviour"
"2015-01",-6.448355,54.418539," Tavanagh Gardens","Anti-social behaviour"
"2015-01",-5.933066,54.591086," Dublin Road","Anti-social behaviour"
"2015-01",-5.934027,54.599306," Marquis Street","Anti-social behaviour"
"2015-01",-6.348367,54.459997," Oakridge","Anti-social behaviour"
"2015-01",-5.887872,54.597934," Westminister Avenue","Anti-social behaviour"
"2015-01",-6.70201,54.541613," Ardnaskea Park","Anti-social behaviour"
"2015-01",-5.926442,54.584423," Rugby Avenue","Anti-social behaviour"
"2015-01",-6.014801,54.563506," Margaretta Park","Anti-social behaviour"
"2015-01",-6.269415,54.855274," Brooke Park","Anti-social behaviour"
"2015-01",-7.455138,54.821328," Marian Park","Anti-social behaviour"
"2015-01",-6.60926,54.751003," Greenvale Park","Anti-social behaviour"
"2015-01",-7.152608,54.910617," Irwin Crescent","Anti-social behaviour"
"2015-01",-5.847551,54.580798," Farmhurst Green","Anti-social behaviour"
"2015-01",-6.741749,54.646057," Molesworth Road","Anti-social behaviour"
"2015-01",-6.517932,54.81058," Springfield Park","Anti-social behaviour"
"2015-01",-6.278199,54.869126," Duke Street","Anti-social behaviour"
"2015-01",-5.671813,54.659042," Railwayview Street","Anti-social behaviour"
"2015-01",-7.330341,54.617056," Beltany Road","Anti-social behaviour"
"2015-01",-5.931361,54.577418," Ridgeway Street","Anti-social behaviour"
"2015-01",-6.339119,54.175351," The Mall","Anti-social behaviour"
"2015-01",-7.325601,55.001753," Asylum Road","Anti-social behaviour"
"2015-01",-5.865506,54.574971," Glenview Avenue","Anti-social behaviour"
"2015-01",-6.936923,55.044233," Drumachose Park","Anti-social behaviour"
"2015-01",-6.629669,54.335679," Edenvale","Anti-social behaviour"
"2015-01",-7.378949,54.717334," Dublin Street","Anti-social behaviour"
"2015-01",-5.936409,54.610632," Kinnaird Street","Anti-social behaviour"
"2015-01",-6.260798,54.871663," Fisherwick Crescent","Anti-social behaviour"
"2015-01",-5.718268,54.744047," Quay Lane","Anti-social behaviour"
"2015-01",-6.51892,54.80822," Main Street","Anti-social behaviour"
"2015-01",-6.635239,54.344817," Orangefield Crescent","Anti-social behaviour"
"2015-01",-5.923514,54.240524," Drumee Road","Anti-social behaviour"
"2015-01",-5.81549,54.85276," Agnew Street","Anti-social behaviour"
"2015-01",-7.266328,55.033407," Deramore Drive","Anti-social behaviour"
"2015-01",-5.912343,54.678838," Kings Road","Anti-social behaviour"
"2015-01",-7.34522,55.029141," Upper Galliagh Road","Anti-social behaviour"
"2015-01",-6.253327,54.860353," Orkney Drive","Anti-social behaviour"
"2015-01",-5.957575,54.617029," Jamaica Street","Anti-social behaviour"
"2015-01",-6.939489,54.596088," Shanroy Park","Anti-social behaviour"
"2015-01",-5.956349,54.597322," Waterford Gardens","Anti-social behaviour"
"2015-01",-6.653187,55.072524," Ballylintagh Road","Anti-social behaviour"
"2015-01",-5.792105,54.440974," Milltown Lane","Anti-social behaviour"
"2015-01",-7.45461,54.823589," Evish Grove","Anti-social behaviour"
"2015-01",-6.339119,54.175351," The Mall","Anti-social behaviour"
"2015-01",-6.687057,54.978578," Houston Crescent","Anti-social behaviour"
"2015-01",-6.278223,54.865264," Mill Street","Anti-social behaviour"
"2015-01",-7.313373,54.377039," Spout Road","Anti-social behaviour"
"2015-01",-6.671477,54.843945," Main Street","Anti-social behaviour"
"2015-01",-5.921916,54.588541," Cooke Court","Anti-social behaviour"
"2015-01",-6.946879,55.04635," Benevenagh Drive","Anti-social behaviour"
"2015-01",-6.053608,54.496022," Springburn Park","Anti-social behaviour"
"2015-01",-6.449266,54.433151," Churchill Park","Anti-social behaviour"
"2015-01",-7.641273,54.350602," Derrin Road","Anti-social behaviour"
"2015-01",-6.616888,54.755951," Mullaghboy Crescent","Anti-social behaviour"
"2015-01",-5.933895,54.587857," Lower Crescent","Anti-social behaviour"
"2015-01",-5.932635,54.591645," Ventry Street","Anti-social behaviour"
"2015-01",-5.927828,54.598562," Arthur Square","Anti-social behaviour"
"2015-01",-5.930334,54.599189," Castle Street","Anti-social behaviour"
"2015-01",-5.949568,54.591529," Wauchope Court","Anti-social behaviour"
"2015-01",-5.903241,54.596988," Tower Street","Anti-social behaviour"
"2015-01",-7.32083,54.997442," Magazine Street","Anti-social behaviour"
"2015-01",-5.925203,54.602102," Victoria Street","Anti-social behaviour"
"2015-01",-6.251839,54.858759," Staffa Drive","Anti-social behaviour"
"2015-01",-5.886052,54.589762," Dunraven Gardens","Anti-social behaviour"
"2015-01",-6.221368,54.715206," Market Square","Anti-social behaviour"
"2015-01",-5.648462,54.482275," Whiterock Bay","Anti-social behaviour"
"2015-01",-5.910685,54.58611," Ravenhill Court","Anti-social behaviour"
"2015-01",-5.992775,54.563367," Ashton Avenue","Anti-social behaviour"
"2015-01",-7.30036,55.018983," Gleneagles","Anti-social behaviour"
"2015-01",-5.922608,54.585579," Hatfield Street","Anti-social behaviour"
"2015-01",-5.772852,54.728637," Higgins Court","Anti-social behaviour"
"2015-01",-7.445594,54.248965," Trasna Way","Anti-social behaviour"
"2015-01",-7.47647,54.787475," Daisy Park","Anti-social behaviour"
"2015-01",-6.748077,54.648323," Oritor Street","Anti-social behaviour"
"2015-01",-5.88054,54.58865," Orangefield Park","Anti-social behaviour"
"2015-01",-5.668506,54.659688," Market Street","Anti-social behaviour"
"2015-01",-5.938347,54.61425," Cliftonville Road","Anti-social behaviour"
"2015-01",-7.319635,54.589785," Ashbourne Court","Anti-social behaviour"
"2015-01",-6.021374,54.54975," Thornhill Crescent","Anti-social behaviour"
"2015-01",-5.931238,54.597228," Donegall Square North","Anti-social behaviour"
"2015-01",-5.956553,54.60313," Lawnbrook Avenue","Anti-social behaviour"
"2015-01",-5.671433,54.6581," Abbey Street","Anti-social behaviour"
"2015-01",-5.925203,54.602102," Victoria Street","Anti-social behaviour"
"2015-01",-7.630043,54.345824," Forthill Street","Anti-social behaviour"
