"","Locality","Townland","Town"
"493940",NA,"COOLESSAN","LIMAVADY"
"493957",NA,"BALLYQUIN","LIMAVADY"
"494051",NA,"LARGY","LIMAVADY"
"494052",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"494062",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"494213",NA,"RATHBRADY MORE","LIMAVADY"
"494459",NA,"ENAGH","LIMAVADY"
"494568",NA,"DERRY MORE","LIMAVADY"
"494581",NA,"RATHBRADY MORE","LIMAVADY"
"494639",NA,"KILLANE","LIMAVADY"
"494643",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"494670",NA,"BOVALLY","LIMAVADY"
"494689",NA,"ENAGH","LIMAVADY"
"494719",NA,"BOVALLY","LIMAVADY"
"495454",NA,"RATHBRADY MORE","LIMAVADY"
"495572",NA,"RATHBRADY MORE","LIMAVADY"
"495623",NA,"DRUMAVALLY","LIMAVADY"
"495740",NA,"MILL TOWN","LIMAVADY"
"495796",NA,"DRUMAHORGAN","LIMAVADY"
"495822",NA,"DRUMAVALLY","LIMAVADY"
"495828",NA,"RATHBRADY MORE","LIMAVADY"
"495879",NA,"CARRAN","LIMAVADY"
"496160",NA,"BOVALLY","LIMAVADY"
"496235",NA,"BOVALLY","LIMAVADY"
"496236",NA,"COOLESSAN","LIMAVADY"
"496265",NA,"COOLESSAN","LIMAVADY"
"496360",NA,"DROMORE","LIMAVADY"
"496407",NA,"BOVALLY","LIMAVADY"
"496522",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"496870",NA,"BOVALLY","LIMAVADY"
"496895",NA,"BALLYDARROG","LIMAVADY"
"496911",NA,"CARRYDOO","LIMAVADY"
"496936",NA,"MAINE SOUTH","LIMAVADY"
"496972","FRUITHILL","GORTNAMONEY","LIMAVADY"
"497041",NA,"BOVALLY","LIMAVADY"
"497105",NA,"BOVALLY","LIMAVADY"
"497529",NA,"BOVALLY","LIMAVADY"
"497608",NA,"DRUMSURN LOWER","LIMAVADY"
"497841",NA,"ENAGH","LIMAVADY"
"497842",NA,"RATHBRADY MORE","LIMAVADY"
"497852",NA,"OUGHTYMOYLE","LIMAVADY"
"497855",NA,"ENAGH","LIMAVADY"
"497860",NA,"ENAGH","LIMAVADY"
"497938",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"497945",NA,"BOVALLY","LIMAVADY"
"497965",NA,"COOLESSAN","LIMAVADY"
"497977",NA,"COOLESSAN","LIMAVADY"
"497978",NA,"ENAGH","LIMAVADY"
"497993",NA,"ENAGH","LIMAVADY"
"499210",NA,"SESNAGH","LIMAVADY"
"499686",NA,"BOVALLY","LIMAVADY"
"499791",NA,"RATHBRADY MORE","LIMAVADY"
"499859",NA,"ENAGH","LIMAVADY"
"499978",NA,"BOVALLY","LIMAVADY"
"499984",NA,"BOVALLY","LIMAVADY"
"500279",NA,"BALLYMULTIMBER","LIMAVADY"
"500577",NA,"DRUMAVALLY","LIMAVADY"
"500709",NA,"CRINDLE","LIMAVADY"
"500735","FRUITHILL","GORTNAMONEY","LIMAVADY"
"500739",NA,"LISNAGRIB","LIMAVADY"
"500936",NA,"GLACK","LIMAVADY"
"500952",NA,"GLACK","LIMAVADY"
"500969",NA,"ENAGH","LIMAVADY"
"500970",NA,"RATHBRADY MORE","LIMAVADY"
"500971",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"500972",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"500973",NA,"RATHBRADY MORE","LIMAVADY"
"500974",NA,"ENAGH","LIMAVADY"
"500975",NA,"RATHBRADY MORE","LIMAVADY"
"500976",NA,"COOLESSAN","LIMAVADY"
"500977",NA,"ENAGH","LIMAVADY"
"500978",NA,"ENAGH","LIMAVADY"
"500979",NA,"CARRAN","LIMAVADY"
"500982",NA,"ENAGH","LIMAVADY"
"500983",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"500988",NA,"RATHBRADY MORE","LIMAVADY"
"500989",NA,"DROMORE","LIMAVADY"
"500991",NA,"DEER PARK","LIMAVADY"
"500992",NA,"ENAGH","LIMAVADY"
"500993",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"500995",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"500996",NA,"COOLESSAN","LIMAVADY"
"501001",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"501002",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"501003",NA,"BOVALLY","LIMAVADY"
"501005",NA,"RATHBRADY MORE","LIMAVADY"
"501006",NA,"BOVALLY","LIMAVADY"
"501007",NA,"BOVALLY","LIMAVADY"
"501008",NA,"TERRYDOO CLYDE","LIMAVADY"
"501010",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"501011",NA,"COOLESSAN","LIMAVADY"
"501012",NA,"RATHBRADY MORE","LIMAVADY"
"501015",NA,"ENAGH","LIMAVADY"
"501016",NA,"RATHBRADY MORE","LIMAVADY"
"501017",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"501018",NA,"ENAGH","LIMAVADY"
"501020",NA,"CARRAN","LIMAVADY"
"501021",NA,"RATHBRADY MORE","LIMAVADY"
"501023",NA,"CARRAN","LIMAVADY"
"501026",NA,"BOVALLY","LIMAVADY"
"501028",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"501029",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"501030",NA,"RATHBRADY MORE","LIMAVADY"
"501032",NA,"CARRAN","LIMAVADY"
"501033",NA,"BOVALLY","LIMAVADY"
"501035",NA,"CARRAN","LIMAVADY"
"501036",NA,"BOVALLY","LIMAVADY"
"501039",NA,"CARRAN","LIMAVADY"
"501040",NA,"RATHBRADY MORE","LIMAVADY"
"501041",NA,"BOVALLY","LIMAVADY"
"501044",NA,"CARRAN","LIMAVADY"
"501050",NA,"BOVALLY","LIMAVADY"
"501052",NA,"BOVALLY","LIMAVADY"
"501053",NA,"BOVALLY","LIMAVADY"
"501063",NA,"CARRAN","LIMAVADY"
"501065",NA,"BOVALLY","LIMAVADY"
"501076",NA,"BOVALLY","LIMAVADY"
"501081",NA,"BOVALLY","LIMAVADY"
"501278",NA,"LARGY","LIMAVADY"
"501279",NA,"LARGY","LIMAVADY"
"501310",NA,"CARRICK","LIMAVADY"
"501316",NA,"BALLYQUIN","LIMAVADY"
"501323",NA,"GLACK","LIMAVADY"
"501334",NA,"DRUMSURN UPPER","LIMAVADY"
"501335",NA,"DRUMSURN UPPER","LIMAVADY"
"501607",NA,"LOMOND","LIMAVADY"
"501786",NA,"CARRAN","LIMAVADY"
"501889",NA,"RATHBRADY MORE","LIMAVADY"
"507194",NA,"BOVALLY","LIMAVADY"
"507236",NA,"KILLANE","LIMAVADY"
"507301",NA,"TERRYDREMONT SOUTH","LIMAVADY"
"507587",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"507824",NA,"RATHBRADY MORE","LIMAVADY"
"507837",NA,"ENAGH","LIMAVADY"
"508096",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"508169",NA,"BOVALLY","LIMAVADY"
"508304",NA,"BOVALLY","LIMAVADY"
"508323",NA,"RATHBRADY MORE","LIMAVADY"
"508479",NA,"WALWORTH","LIMAVADY"
"508569",NA,"LARGY","LIMAVADY"
"508631",NA,"BOVALLY","LIMAVADY"
"508647",NA,"GLENKEEN","LIMAVADY"
"508740",NA,"LARGY","LIMAVADY"
"508752",NA,"ENAGH","LIMAVADY"
"508774",NA,"TEMPLEMOYLE","LIMAVADY"
"508798",NA,"DRUMADREEN","LIMAVADY"
"508823",NA,"RATHBRADY MORE","LIMAVADY"
"508824",NA,"BOVALLY","LIMAVADY"
"508855",NA,"ENAGH","LIMAVADY"
"508856",NA,"CARRAN","LIMAVADY"
"508890",NA,"CLOONEY","LIMAVADY"
"508923",NA,"ENAGH","LIMAVADY"
"509016",NA,"ENAGH","LIMAVADY"
"509053",NA,"RATHBRADY MORE","LIMAVADY"
"509290",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"509300",NA,"LARGANTEA","LIMAVADY"
"509304",NA,"GORTNAMONEY","LIMAVADY"
"509319",NA,"RATHBRADY MORE","LIMAVADY"
"509440",NA,"ENAGH","LIMAVADY"
"509559",NA,"COOLESSAN","LIMAVADY"
"509561",NA,"DROMORE","LIMAVADY"
"509577",NA,"BALLYMACLARY","LIMAVADY"
"509578",NA,"BENONE","LIMAVADY"
"510089",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"510429",NA,"BROHARRIS","LIMAVADY"
"510472",NA,"DRUMSURN UPPER","LIMAVADY"
"510473",NA,"CARRAN","LIMAVADY"
"510548",NA,"BALLYMULTIMBER","LIMAVADY"
"510617",NA,"KILLANE","LIMAVADY"
"510645",NA,"CARRAN","LIMAVADY"
"510650","FRUITHILL","STREEVE","LIMAVADY"
"510990",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"510992",NA,"TIRMAQUIN","LIMAVADY"
"511052",NA,"BENONE","LIMAVADY"
"511100",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"511169",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"511207",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"511336",NA,"CLOONEY","LIMAVADY"
"511382",NA,"BALLYHENRY WEST","LIMAVADY"
"512073",NA,"BOVALLY","LIMAVADY"
"512083",NA,"BOVALLY","LIMAVADY"
"512092",NA,"BOVALLY","LIMAVADY"
"512102",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"512351",NA,"BOVALLY","LIMAVADY"
"512792",NA,"ENAGH","LIMAVADY"
"512802",NA,"RATHBRADY MORE","LIMAVADY"
"512803",NA,"BOVALLY","LIMAVADY"
"512881",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"512895",NA,"DEER PARK","LIMAVADY"
"512896",NA,"RATHBRADY MORE","LIMAVADY"
"512908",NA,"ENAGH","LIMAVADY"
"512919",NA,"ARDGARVAN","LIMAVADY"
"512921",NA,"COOLESSAN","LIMAVADY"
"512941",NA,"RATHBRADY MORE","LIMAVADY"
"512946",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"512947",NA,"RATHBRADY MORE","LIMAVADY"
"513036",NA,"ARDGARVAN","LIMAVADY"
"514070",NA,"CARROWMUDDLE","LIMAVADY"
"514700",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"514701",NA,"BOVALLY","LIMAVADY"
"514765",NA,"ENAGH","LIMAVADY"
"514832",NA,"GLACK","LIMAVADY"
"514973",NA,"DRUMSURN UPPER","LIMAVADY"
"515272",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"515329",NA,"BOVALLY","LIMAVADY"
"515340",NA,"TARTNAKILLY","LIMAVADY"
"515351",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"515389",NA,"TULLY","LIMAVADY"
"515521",NA,"AUGHIL","LIMAVADY"
"515536",NA,"DRUMAVALLY","LIMAVADY"
"515546",NA,"OUGHTYMOYLE","LIMAVADY"
"515550",NA,"OUGHTYMOYLE","LIMAVADY"
"515666",NA,"CARROWCLARE","LIMAVADY"
"515667",NA,"BALLYMACRAN","LIMAVADY"
"515694",NA,"LOMOND","LIMAVADY"
"515710",NA,"MILL TOWN","LIMAVADY"
"515722",NA,"GORTNAMONEY","LIMAVADY"
"515734",NA,"BURNALLY","LIMAVADY"
"515962",NA,"CARRAN","LIMAVADY"
"515963",NA,"RATHBRADY MORE","LIMAVADY"
"515964",NA,"COOLESSAN","LIMAVADY"
"515968",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"515969",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"515970",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"515972",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"515973",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"515975",NA,"ENAGH","LIMAVADY"
"515976",NA,"COOLESSAN","LIMAVADY"
"515979",NA,"ENAGH","LIMAVADY"
"515981",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"515982",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"515983",NA,"RATHBRADY MORE","LIMAVADY"
"515984",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"515987",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"515989",NA,"RATHBRADY MORE","LIMAVADY"
"515990",NA,"RATHBRADY MORE","LIMAVADY"
"515991",NA,"MULKEERAGH","LIMAVADY"
"515992",NA,"RATHBRADY MORE","LIMAVADY"
"515993",NA,"ENAGH","LIMAVADY"
"515995",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"515996",NA,"COOLESSAN","LIMAVADY"
"516000",NA,"CARRAN","LIMAVADY"
"516001",NA,"RATHBRADY MORE","LIMAVADY"
"516003",NA,"COOLESSAN","LIMAVADY"
"516004",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"516006",NA,"CARRAN","LIMAVADY"
"516007",NA,"RATHBRADY MORE","LIMAVADY"
"516008",NA,"ENAGH","LIMAVADY"
"516009",NA,"BOVALLY","LIMAVADY"
"516010",NA,"BOVALLY","LIMAVADY"
"516011",NA,"RATHBRADY MORE","LIMAVADY"
"516012",NA,"TERRYDREMONT SOUTH","LIMAVADY"
"516013",NA,"COOLESSAN","LIMAVADY"
"516014",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"516015",NA,"BALLYCRUM","LIMAVADY"
"516017",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"516020",NA,"DRUMRAMER","LIMAVADY"
"516022",NA,"GLEBE","LIMAVADY"
"516024",NA,"ENAGH","LIMAVADY"
"516026",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"516029",NA,"BOVALLY","LIMAVADY"
"516030",NA,"COOLESSAN","LIMAVADY"
"516031",NA,"ENAGH","LIMAVADY"
"516033",NA,"ARDGARVAN","LIMAVADY"
"516034",NA,"BOVALLY","LIMAVADY"
"516035","BOVALLY","BOVALLY","LIMAVADY"
"516036",NA,"BOVALLY","LIMAVADY"
"516038",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"516039",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"516040",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"516041",NA,"RATHBRADY MORE","LIMAVADY"
"516051",NA,"RATHBRADY MORE","LIMAVADY"
"516052",NA,"ENAGH","LIMAVADY"
"516054",NA,"SESNAGH","LIMAVADY"
"516055",NA,"DERRY BEG","LIMAVADY"
"516066",NA,"BOVALLY","LIMAVADY"
"516067",NA,"CARRAN","LIMAVADY"
"516276",NA,"BALLYDARROG","LIMAVADY"
"516785",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"516816",NA,"BOVALLY","LIMAVADY"
"522072",NA,"RATHBRADY MORE","LIMAVADY"
"522073",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"522099",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"522150",NA,"AUGHIL","LIMAVADY"
"522284",NA,"BOVALLY","LIMAVADY"
"522438",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"522464",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"522465",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"522639",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"523150",NA,"BOVALLY","LIMAVADY"
"523159",NA,"CARLARAGH","LIMAVADY"
"523314",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"523426",NA,"BALLYMACLARY","LIMAVADY"
"523427",NA,"BENONE","LIMAVADY"
"523444",NA,"CARRAN","LIMAVADY"
"523594",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"523614",NA,"CRINDLE","LIMAVADY"
"523657",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"523781",NA,"BALLYMAGOLAND","LIMAVADY"
"524057",NA,"RATHBRADY MORE","LIMAVADY"
"524067",NA,"CARRAN","LIMAVADY"
"524154",NA,"ENAGH","LIMAVADY"
"524169",NA,"KILLYBREADY","LIMAVADY"
"524254",NA,"LECK","LIMAVADY"
"525065",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"525284",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"525298",NA,"ARTIKELLY","LIMAVADY"
"525470",NA,"RATHBRADY MORE","LIMAVADY"
"525473",NA,"BOVALLY","LIMAVADY"
"525751",NA,"BOVALLY","LIMAVADY"
"525848",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"525857",NA,"ENAGH","LIMAVADY"
"525858",NA,"ENAGH","LIMAVADY"
"525922","FRUITHILL","GORTNAMONEY","LIMAVADY"
"526010",NA,"BALLYHENRY WEST","LIMAVADY"
"526490",NA,"DRUMALIEF","LIMAVADY"
"526661",NA,"BOVALLY","LIMAVADY"
"526686",NA,"BOVALLY","LIMAVADY"
"527410",NA,"DERRY MORE","LIMAVADY"
"527451",NA,"RATHBRADY MORE","LIMAVADY"
"527452",NA,"KILLANE","LIMAVADY"
"527457",NA,"CARROWCLARE","LIMAVADY"
"527515",NA,"ENAGH","LIMAVADY"
"527516",NA,"CARRAN","LIMAVADY"
"527555",NA,"BOVALLY","LIMAVADY"
"527610",NA,"BOVALLY","LIMAVADY"
"527625",NA,"ENAGH","LIMAVADY"
"527628",NA,"GORTNAMONEY","LIMAVADY"
"528744",NA,"BOVALLY","LIMAVADY"
"529181",NA,"DIRTAGH","LIMAVADY"
"529192",NA,"ENAGH","LIMAVADY"
"529322",NA,"ENAGH","LIMAVADY"
"529344",NA,"ARDGARVAN","LIMAVADY"
"529534",NA,"BOVALLY","LIMAVADY"
"529961",NA,"BOVALLY","LIMAVADY"
"530038",NA,"LOWER DOAGHS","LIMAVADY"
"530123",NA,"BENONE","LIMAVADY"
"530143",NA,"AUGHIL","LIMAVADY"
"530144",NA,"OUGHTYMOYLE","LIMAVADY"
"530145",NA,"OUGHTYMOYLE","LIMAVADY"
"530149",NA,"BALLYMULHOLLAND","LIMAVADY"
"530150","BALLYSCULLION","MARGYMONAGHAN","LIMAVADY"
"530154",NA,"BENONE","LIMAVADY"
"530299",NA,"SHANVEY","LIMAVADY"
"530301",NA,"KILLYBREADY","LIMAVADY"
"530304",NA,"GORTNAMONEY","LIMAVADY"
"530305",NA,"DRUMALIEF","LIMAVADY"
"530523",NA,"RATHBRADY MORE","LIMAVADY"
"530524",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"530526",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"530527",NA,"COOLESSAN","LIMAVADY"
"530528",NA,"COOLESSAN","LIMAVADY"
"530529",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"530530",NA,"RATHBRADY MORE","LIMAVADY"
"530532",NA,"ENAGH","LIMAVADY"
"530533",NA,"ENAGH","LIMAVADY"
"530534",NA,"CARRAN","LIMAVADY"
"530535",NA,"ENAGH","LIMAVADY"
"530536",NA,"COOLESSAN","LIMAVADY"
"530537",NA,"ENAGH","LIMAVADY"
"530538",NA,"RATHBRADY MORE","LIMAVADY"
"530539",NA,"BOVALLY","LIMAVADY"
"530540",NA,"COOLESSAN","LIMAVADY"
"530541",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"530542",NA,"KILLANE","LIMAVADY"
"530543",NA,"RATHBRADY MORE","LIMAVADY"
"530545",NA,"RATHBRADY MORE","LIMAVADY"
"530546",NA,"ENAGH","LIMAVADY"
"530549",NA,"COOLESSAN","LIMAVADY"
"530550",NA,"CARRAN","LIMAVADY"
"530551",NA,"ENAGH","LIMAVADY"
"530554",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"530556",NA,"COOLESSAN","LIMAVADY"
"530557",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"530558",NA,"COOLESSAN","LIMAVADY"
"530559",NA,"ENAGH","LIMAVADY"
"530560",NA,"RATHBRADY MORE","LIMAVADY"
"530562",NA,"RATHBRADY MORE","LIMAVADY"
"530568",NA,"RATHBRADY MORE","LIMAVADY"
"530571",NA,"BOVALLY","LIMAVADY"
"530572",NA,"ENAGH","LIMAVADY"
"530573",NA,"CARRAN","LIMAVADY"
"530574",NA,"COOLESSAN","LIMAVADY"
"530575",NA,"RATHBRADY MORE","LIMAVADY"
"530576",NA,"KEADY","LIMAVADY"
"530579",NA,"DRUMRAMER","LIMAVADY"
"530581",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"530582",NA,"COOLESSAN","LIMAVADY"
"530587","BOVALLY","BOVALLY","LIMAVADY"
"530588",NA,"BOVALLY","LIMAVADY"
"530592",NA,"BOVALLY","LIMAVADY"
"530594",NA,"DRUMMOND","LIMAVADY"
"530617",NA,"CARRAN","LIMAVADY"
"530823",NA,"LARGY","LIMAVADY"
"531395",NA,"RATHBRADY MORE","LIMAVADY"
"536244",NA,"DRUMSURN LOWER","LIMAVADY"
"536595",NA,"CARLARAGH","LIMAVADY"
"536773",NA,"CARRAN","LIMAVADY"
"536804",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"536805",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"536818",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"536852","FRUITHILL","FRUITHILL","LIMAVADY"
"536853","FRUITHILL","GRANNAGH","LIMAVADY"
"536855",NA,"BALLYHENRY WEST","LIMAVADY"
"536897",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"537031",NA,"BOVALLY","LIMAVADY"
"537235",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"537448",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"537908",NA,"RATHBRADY MORE","LIMAVADY"
"537919",NA,"BOVALLY","LIMAVADY"
"538025",NA,"RATHBRADY MORE","LIMAVADY"
"538211",NA,"RATHBRADY MORE","LIMAVADY"
"538245",NA,"BOVALLY","LIMAVADY"
"538261",NA,"LECK","LIMAVADY"
"538401",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"538451",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"538911",NA,"DRUMBANE","LIMAVADY"
"538914",NA,"BOVALLY","LIMAVADY"
"538915",NA,"BOVALLY","LIMAVADY"
"538925",NA,"GORTNAMONEY","LIMAVADY"
"538934",NA,"BOVALLY","LIMAVADY"
"538943",NA,"RATHBRADY MORE","LIMAVADY"
"539143",NA,"RATHBRADY MORE","LIMAVADY"
"539164",NA,"BALLYMACRAN","LIMAVADY"
"539184",NA,"DRUMSURN LOWER","LIMAVADY"
"539190",NA,"CRAIG","LIMAVADY"
"539203",NA,"CARRAN","LIMAVADY"
"540416",NA,"TAMLAGHT (PART OF GLEBE)","LIMAVADY"
"540464",NA,"RATHBRADY MORE","LIMAVADY"
"540605",NA,"LARGY","LIMAVADY"
"540759",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"540760",NA,"ENAGH","LIMAVADY"
"540831",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"540991",NA,"DRUMSURN LOWER","LIMAVADY"
"540994",NA,"RATHBRADY MORE","LIMAVADY"
"541468",NA,"BOVALLY","LIMAVADY"
"541649",NA,"BOVALLY","LIMAVADY"
"541667",NA,"BOVALLY","LIMAVADY"
"541676",NA,"BOVALLY","LIMAVADY"
"541999",NA,"BOVALLY","LIMAVADY"
"542342",NA,"DERRY BEG","LIMAVADY"
"542344",NA,"DROMORE","LIMAVADY"
"542350",NA,"RATHBRADY MORE","LIMAVADY"
"542351",NA,"BOVALLY","LIMAVADY"
"542353",NA,"GLEBE","LIMAVADY"
"542355",NA,"CARRAN","LIMAVADY"
"542384",NA,"BALLYMAGOLAND","LIMAVADY"
"542392",NA,"RATHBRADY MORE","LIMAVADY"
"542407",NA,"ENAGH","LIMAVADY"
"542451",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"542452",NA,"RATHBRADY MORE","LIMAVADY"
"542453",NA,"DEER PARK","LIMAVADY"
"542483",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"542589",NA,"CULMORE LOWER","LIMAVADY"
"542599",NA,"ARDGARVAN","LIMAVADY"
"542600",NA,"ARDGARVAN","LIMAVADY"
"543478",NA,"MONEYGUIGGY","LIMAVADY"
"543590",NA,"COOLESSAN","LIMAVADY"
"543593",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"543604",NA,"KILHOYLE","LIMAVADY"
"543623",NA,"BALLYKELLY LEVEL (INTAKE)","LIMAVADY"
"543706",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"543707",NA,"ENAGH","LIMAVADY"
"544115",NA,"CARRICK EAST","LIMAVADY"
"544136",NA,"BOVALLY","LIMAVADY"
"544389",NA,"ARDGARVAN","LIMAVADY"
"544515",NA,"DUNMORE","LIMAVADY"
"544762",NA,"COOLESSAN","LIMAVADY"
"544787",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"545003",NA,"BALLYMACLARY","LIMAVADY"
"545013",NA,"DRUMAVALLY","LIMAVADY"
"545014",NA,"DRUMAVALLY","LIMAVADY"
"545020",NA,"TAMLAGHT (PART OF GLEBE)","LIMAVADY"
"545171",NA,"GORTNAMONEY","LIMAVADY"
"545172",NA,"GORTNAMONEY","LIMAVADY"
"545183",NA,"CRINDLE","LIMAVADY"
"545363",NA,"GLACK","LIMAVADY"
"545380",NA,"GLACK","LIMAVADY"
"545398",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"545399",NA,"COOLESSAN","LIMAVADY"
"545400",NA,"RATHBRADY MORE","LIMAVADY"
"545401",NA,"ENAGH","LIMAVADY"
